"hotelName","hotelId","title","content"
"Baur au Lac",,"Top Three Hotels Ever!","We were back in Zurich at at the Baur au Lac on Holiday for five nights as part of a 3 week vacation and the suite was lovely! We arrived in early after nearly 24 hours of exhausting travel. Just like last time, reception welcomed us warmly and placed us in a suite to rest in while we waited for ours to become available! We had a one bedroom city facing suite which had recently been upgraded and it was spotless and beautiful. Room service is served ""old school"": as an example the soup is delivered in a silver tureen with matching ladle. Loved our entire stay- except for the rainy weather. A little disappointed but still had a great time. The Baur Au Lau special blend 1844 hot chocolate is the best hot chocolate and a real treat and shouldn't be missed. The flower arrangements"
"Baur au Lac",,"a bit antiquated but still has a lot of charm","The rooms were old styled but well set up. The service was excellent throughout the hotel but the main event for me was the dinner service at the restaurant. The food was great but the service was what people dream of when visiting hotels."
"Baur au Lac",,"Amasing","Another visit at this amasing hotel in Zürich. Probably the best hotel I have ever stayed at. Rooms are nice with beautiful decor and all in nice colours and materials. Absolutely beautiful! And what a breakfast!!! Could sit there the whole day and look into the amasing garden."
"Baur au Lac",,"I missed the Spa","When I have checked in it was the first disappointment. They had my reservation but with the wrong name and contact details, it took a long time to change this. Wifi was not working immediately only after I handed my phone to the lady at reception who had to log me in via a different URL. I found this kind of strange, especially when she told me that if the log in doesn't work with my lap top I should bring he lap top down to reception in order to be logged in. Since I stayed there by myself for 2 days , I missed the spa on the second day, because it got kind of boring. The terrace/garden outside is very nice, and if you like a hotel close to the city center and to the lake Zurich this is probably a good one. Rooms in standard category are nice."
"Baur au Lac",,"Very good stay.","The rooms had been refurbished since my last stay here 3-4 years ago. Staff were friendly, efficient and helpful. It was a huge plus to have the garden terrace to enjoy the early summer sunshine, smoke my cigars and entertained clients. The biggest surprise however was the spectacular doubles story gym with a great view of the lake. Good equipment, and well spaced out. It even has a Concept 2 rowing machine. A very good stay."
"Baur au Lac",,"Excellent","An excellent traditional hotel right across the beautiful Lac of Zurich. Old , yet fully renovated, classy and comfortable. Staff extremely helpful, smily and courteous.Breakfast is nice but rather basic. Highly recommended."
"Baur au Lac",,"Possibly the best city hotel in the world?","Outstanding location Outstanding service Outstanding accommodation Outstanding food Is this the best city hotel in the world....quite possibly! We have had the pleasure of staying in this grand hotel a number of times and it never disappoints. "
"Baur au Lac",,"An incredible Experience","My wife and I spent three days in this wonderful hotel. The environment is everything one would expect from a five star hotel. What makes the experience truly unforgettable is the staff. Every person we came into contact with from the doorman to the concierge to the maids was consummately professional but also friendly and open. There was no stuffiness or haughty behavior. We were so comfortable it was a shame to leave "
"Baur au Lac",,"Best 5 star hotel","We had been traveling throughout Switzerland and this was by far the best hotel we stayed at. Comfortable, clean, happy and kind staff plus it is centrally located. Room service was the best we’ve ever had anywhere. A little side note that is minor but we really appreciated not being charged for anything in the minibar. We will definitely be referring this hotel to anyone traveling to Zürich."
"Baur au Lac",,"Stellar Staff","From the moment of check-in to our departure after 3-nights stay, every single one we encountered in this beautiful hotel extended a warm, skillful, sincere and caring service. They were engaging but unobtrusive, solicitous but professional. The dining room was opulent and elegant and the grounds of the hotel was beautiful to behold."
"Baur au Lac",,"Junior Suite very comfortable","Four days in Zurich and we have a junior suite on fourth floor. Very comfortable and surprisingly large and a joy after flying from SFO. Bathroom well laid out, twin sinks and heated floors. One block from lake and spectacular grounds and adjacent to old city. Concierge’s very attentive and knowledgeable. Only 30 minutes from airport also. "
"Baur au Lac",,"Best place to stay in Zurich","This is a very traditional Zurich hotel where all details are taken care of to thedetails that you will only find in Switzerland. Every part of the hotel is in perfect condition and in its old style. You some time feel like a guest there in the 20´s. Service is impeccable from the minute you drive up in front of the Hotel. Rooms are great, restaurant is great - both for breakfast and lunch - and on the other side of the building, a bar and restaurant for the evenings. Location is also perfect, close to the center of the city and Bahnhof strasse where you would like to do your shopping!"
